Channel1_Column3,Channel2_Column3,Channel3_Column3,Channel4_Column3,Channel5_Column3,Channel6_Column3
-0.044707,0.01563,-0.042605,-0.019288,-0.029458,-0.004809
-0.045242,0.017935,-0.041652,-0.017417,-0.03033,-0.002375
-0.045909,0.02024,-0.040699,-0.015403,-0.031784,0.002796
-0.046977,0.02485,-0.038793,-0.011518,-0.032512,0.005382
-0.047511,0.027155,-0.037704,-0.00936,-0.033093,0.007967
-0.048046,0.029188,-0.036615,-0.007202,-0.033966,0.012986
-0.048713,0.032985,-0.034573,-0.002886,-0.034257,0.01542
-0.04898,0.034476,-0.033347,-0.000727,-0.034548,0.017854
-0.049247,0.035696,-0.032258,0.001431,-0.034693,0.022264
-0.049514,0.037052,-0.029944,0.005747,-0.034838,0.024242
-0.049514,0.037052,-0.028718,0.007761,-0.034838,0.026067
-0.049514,0.036781,-0.027493,0.009632,-0.034693,0.029109
-0.049247,0.035289,-0.024906,0.013373,-0.034548,0.030173
-0.04898,0.034069,-0.023545,0.015243,-0.034402,0.031238
-0.048713,0.032713,-0.022183,0.016826,-0.033966,0.031846
-0.047912,0.029053,-0.019052,0.019847,-0.033384,0.032607
-0.047378,0.026883,-0.017418,0.021142,-0.032948,0.032455
-0.04671,0.024579,-0.015784,0.022293,-0.032512,0.032151
-0.044974,0.019562,-0.012108,0.024307,-0.031203,0.030478
-0.043906,0.016715,-0.010202,0.025027,-0.030476,0.029261
-0.042705,0.013732,-0.00816,0.025602,-0.029749,0.027892
-0.041369,0.010478,-0.006118,0.026034,-0.028003,0.02409
-0.038165,0.003564,-0.001761,0.026466,-0.027131,0.022112
-0.036295,3.9e-05,0.000553,0.026609,-0.026113,0.019679
-0.034292,-0.003622,0.003004,0.026466,-0.023641,0.014964
-0.029485,-0.010944,0.008177,0.02589,-0.022332,0.01253
-0.026815,-0.014604,0.010764,0.025458,-0.021169,0.009945
-0.023877,-0.018129,0.013215,0.024883,-0.018115,0.004773
-0.017201,-0.024773,0.017844,0.0233,-0.016515,0.002035
-0.013462,-0.027891,0.019886,0.022437,-0.01477,-0.00055
-0.00959,-0.030874,0.021656,0.021286,-0.011134,-0.005569
-0.001445,-0.036297,0.023834,0.018984,-0.009244,-0.008003
0.002828,-0.038602,0.024379,0.017545,-0.007353,-0.010284
0.007234,-0.040771,0.024787,0.01625,-0.002991,-0.014543
0.015513,-0.044432,0.024379,0.012941,-0.000809,-0.01652
0.019251,-0.046059,0.023834,0.011214,0.001372,-0.018346
0.022723,-0.04755,0.023017,0.009344,0.005735,-0.021692
0.028331,-0.050126,0.020839,0.005459,0.008061,-0.023213
0.030601,-0.051075,0.019614,0.003445,0.010388,-0.024582
0.032337,-0.05216,0.018252,0.001287,0.012569,-0.025798
0.034206,-0.053787,0.015121,-0.002886,0.016787,-0.028232
0.034473,-0.0546,0.013351,-0.0049,0.018823,-0.029297
0.034206,-0.055143,0.011581,-0.007058,0.020713,-0.030361
0.032604,-0.055956,0.007769,-0.010943,0.023767,-0.032186
0.031402,-0.056363,0.005591,-0.012957,0.025076,-0.032947
0.029933,-0.056499,0.003412,-0.014683,0.026239,-0.033707
0.028198,-0.05677,0.001098,-0.01641,0.027548,-0.035076
0.024459,-0.05677,-0.003667,-0.019719,0.027839,-0.035685
0.02259,-0.056499,-0.006118,-0.021302,0.027839,-0.036293
0.020587,-0.056227,-0.008705,-0.022885,0.027257,-0.037206
0.016447,-0.055278,-0.014151,-0.025762,0.026675,-0.03751
0.014444,-0.0546,-0.016874,-0.027057,0.025803,-0.037662
0.012308,-0.053922,-0.01946,-0.028352,0.023476,-0.038118
0.008169,-0.052296,-0.024634,-0.030798,0.022167,-0.038118
0.006166,-0.051346,-0.027085,-0.031805,0.020713,-0.038118
0.004029,-0.050262,-0.029263,-0.032812,0.017514,-0.037966
2.4e-05,-0.048093,-0.033347,-0.034539,0.015914,-0.037662
-0.001979,-0.046872,-0.035117,-0.035402,0.014024,-0.037358
-0.003982,-0.045652,-0.036751,-0.036121,0.010388,-0.036749
-0.007587,-0.042669,-0.03961,-0.037272,0.008498,-0.036293
-0.009323,-0.041178,-0.040835,-0.037848,0.006607,-0.035837
-0.010925,-0.039551,-0.042061,-0.038279,0.004571,-0.03538
-0.014397,-0.036026,-0.043967,-0.038711,0.00079,-0.034164
-0.015999,-0.034128,-0.044784,-0.038711,-0.0011,-0.033555
-0.017602,-0.03223,-0.0456,-0.038855,-0.002991,-0.032795
-0.020806,-0.028027,-0.046826,-0.038567,-0.006481,-0.031274
-0.022275,-0.025993,-0.04737,-0.038279,-0.008226,-0.030361
-0.023744,-0.023688,-0.047779,-0.037992,-0.009826,-0.029601
-0.025346,-0.021383,-0.048187,-0.03756,-0.01288,-0.027623
-0.02815,-0.016773,-0.048596,-0.036409,-0.014188,-0.026559
-0.029619,-0.014469,-0.048868,-0.03569,-0.015497,-0.025342
-0.031088,-0.012028,-0.048732,-0.03497,-0.018115,-0.022908
-0.033758,-0.007418,-0.048732,-0.033244,-0.019424,-0.02154
-0.035094,-0.004978,-0.048459,-0.032237,-0.020587,-0.020171
-0.036429,-0.002673,-0.048187,-0.031086,-0.022914,-0.017281
-0.038966,0.002072,-0.04737,-0.028783,-0.023932,-0.015912
-0.040168,0.004513,-0.046826,-0.027345,-0.025095,-0.014239
-0.041236,0.006818,-0.046281,-0.02605,-0.026986,-0.010893
-0.043372,0.011427,-0.04492,-0.023028,-0.027858,-0.00922
-0.04444,0.013732,-0.044239,-0.021446,-0.028585,-0.007547
-0.045509,0.015901,-0.043422,-0.019719,-0.030185,-0.004201
-0.047244,0.020104,-0.041924,-0.016122,-0.030767,-0.002375
-0.048179,0.022274,-0.041108,-0.014252,-0.031494,-0.00055
-0.04898,0.024443,-0.040155,-0.012094,-0.032657,0.002948
-0.050315,0.028375,-0.038249,-0.007921,-0.033239,0.004773
-0.050716,0.030137,-0.037159,-0.005763,-0.03353,0.006446
-0.05125,0.031764,-0.036206,-0.003605,-0.033966,0.008119
-0.051918,0.034476,-0.033756,0.000999,-0.034402,0.011465
-0.052051,0.035561,-0.032394,0.003445,-0.034548,0.012986
-0.052051,0.036238,-0.031033,0.005747,-0.034548,0.014507
-0.051784,0.036645,-0.028174,0.010495,-0.034548,0.017093
-0.051384,0.036374,-0.02654,0.012797,-0.034548,0.01831
-0.051117,0.035696,-0.024906,0.015243,-0.034257,0.019375
-0.050182,0.033391,-0.021366,0.019703,-0.034111,0.020287
-0.049648,0.031629,-0.019597,0.021861,-0.03353,0.021808
-0.04898,0.029595,-0.017827,0.023876,-0.033093,0.022416
-0.047244,0.024443,-0.013878,0.02776,-0.032657,0.022873
-0.046176,0.021189,-0.011972,0.029487,-0.031494,0.023177
-0.045108,0.0178,-0.00993,0.030926,-0.030767,0.023329
-0.042437,0.010614,-0.005982,0.033228,-0.029894,0.023177
-0.040835,0.006818,-0.00394,0.033947,-0.028149,0.022416
-0.039233,0.003157,-0.001898,0.034523,-0.027131,0.021808
-0.035361,-0.004029,0.002459,0.034523,-0.026113,0.021048
-0.033224,-0.007418,0.004637,0.034235,-0.023641,0.01907
-0.030821,-0.010944,0.006816,0.033516,-0.022187,0.018006
-0.02548,-0.017451,0.011581,0.031357,-0.020878,0.016637
-0.022676,-0.020434,0.013895,0.029919,-0.017824,0.013747
-0.019471,-0.023417,0.016346,0.028192,-0.016224,0.012074
-0.016133,-0.026264,0.018797,0.026466,-0.014334,0.010401
-0.00919,-0.031281,0.02329,0.022437,-0.010844,0.00675
-0.005451,-0.033585,0.025332,0.020279,-0.008953,0.004773
-0.001579,-0.035619,0.026965,0.017977,-0.007063,0.002796
0.006166,-0.039415,0.028599,0.013229,-0.002991,-0.001311
0.010038,-0.041178,0.028735,0.010783,-0.000809,-0.00344
0.013777,-0.042805,0.028327,0.008337,0.001226,-0.005417
0.020987,-0.045788,0.026557,0.003301,0.005735,-0.009524
0.024325,-0.047143,0.025196,0.000855,0.007916,-0.011501
0.027396,-0.048364,0.023834,-0.001734,0.010097,-0.013478
0.032203,-0.050533,0.02043,-0.006482,0.012424,-0.015304
0.033939,-0.051482,0.018661,-0.008784,0.016787,-0.018954
0.034874,-0.052296,0.016755,-0.011087,0.018968,-0.020627
0.03474,-0.053651,0.01267,-0.015115,0.021004,-0.0223
0.033939,-0.054194,0.010492,-0.016986,0.024785,-0.025646
0.032604,-0.0546,0.008177,-0.018856,0.026385,-0.027167
0.029132,-0.055414,0.003412,-0.022021,0.027839,-0.028536
0.027263,-0.055685,0.000825,-0.02346,0.030311,-0.031274
0.025126,-0.055821,-0.001761,-0.024899,0.030893,-0.032491
0.020854,-0.055956,-0.007207,-0.027489,0.031474,-0.033707
0.018717,-0.055821,-0.010066,-0.028783,0.031474,-0.035837
0.016581,-0.055414,-0.012925,-0.029791,0.031184,-0.036749
0.012308,-0.0546,-0.018643,-0.031805,0.030456,-0.03751
0.010172,-0.053922,-0.021503,-0.032668,0.028275,-0.038879
0.008035,-0.053245,-0.024362,-0.033531,0.026966,-0.039487
0.006032,-0.052431,-0.026948,-0.034107,0.025367,-0.040095
0.002027,-0.050533,-0.031986,-0.035402,0.021731,-0.040704
2.4e-05,-0.049584,-0.034164,-0.035833,0.019841,-0.041008
-0.001712,-0.048499,-0.036206,-0.036409,0.017659,-0.04116
-0.005317,-0.046059,-0.03961,-0.037128,0.013297,-0.04116
-0.00692,-0.044703,-0.041108,-0.037416,0.01097,-0.04116
-0.008522,-0.043347,-0.042469,-0.037848,0.008498,-0.041008
-0.011593,-0.040364,-0.044784,-0.037992,0.003699,-0.0404
-0.013062,-0.038737,-0.0456,-0.037992,0.001226,-0.039943
-0.014531,-0.036975,-0.046553,-0.037848,-0.001246,-0.039487
-0.017201,-0.03345,-0.047779,-0.037416,-0.003718,-0.038727
-0.018536,-0.031552,-0.048187,-0.037128,-0.008371,-0.037358
-0.019872,-0.029654,-0.048596,-0.036697,-0.010553,-0.036597
-0.022542,-0.025586,-0.049004,-0.03569,-0.012734,-0.035685
-0.023877,-0.023417,-0.049276,-0.035258,-0.016661,-0.033555
-0.025079,-0.021383,-0.049276,-0.034539,-0.018551,-0.032338
-0.02775,-0.017045,-0.049276,-0.032956,-0.020151,-0.031122
-0.028951,-0.014875,-0.049276,-0.032093,-0.02335,-0.028232
-0.030287,-0.012706,-0.04914,-0.031229,-0.024659,-0.026711
-0.033091,-0.008232,-0.048732,-0.029215,-0.026113,-0.025038
-0.034426,-0.005927,-0.048187,-0.028064,-0.028585,-0.02154
-0.035895,-0.003622,-0.047779,-0.026913,-0.029749,-0.019562
-0.038565,0.000988,-0.04669,-0.024467,-0.030912,-0.017585
-0.040034,0.003157,-0.046145,-0.023172,-0.032802,-0.013326
-0.041369,0.005462,-0.045328,-0.021877,-0.03353,-0.011197
-0.042705,0.007767,-0.044647,-0.020582,-0.034257,-0.008763
